,sentiment,content
29455,sadness,wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night
29456,empty,@theDebbyRyan i left you some messages  -alyssaBRUNO&lt;3
29457,love,getting reading to head home....work on that baby quilt.....can hardly wait to kiss that bald little grandbaby head  55 days to go....
29458,worry,"@djempirical Have to listen to samples to make sure I'm thinking of the same stuff. Loud, odd, Zorn-y stuff as I recall. Not Mr. Bungle."
29459,neutral,"@TReiz well, not all. just stay away from those kinds and surround yourself with those who don't. happy mother's day to ur mom, treiz!"
29460,happiness,@sarahismail95 its cool
29461,love,"@Liza_L Thanks,I think your the first girl to say that...besides my mom"
29462,worry,At Green Hill with my phi mu girls for spring formal 2009!!! yeah man! Do it
29463,relief,seen mi abueltia at the hospital... she's doing good!
29464,neutral,@mikeyway http://twitpic.com/4vw9a - lol wow I'm watching X-men: The last Stand right now too
29465,worry,New phone pwns
29466,love,@monchalee *hugs* im glad you got to spend time with your mom.  if your free tonight drop by for some spaghetti
29467,worry,Ahhh my mommie got me new sheets for my bed  so comfy
29468,worry,"I want to read my book, but my conscience is telling me to kill off joe   ï¿½ï¿½l Berto!"
29469,happiness,@JohnLusher You're welcome! It's been a wonderful day  How about you? Stayin outta trouble or should I be ready to crash a party? LOL
29470,love,Um i have the cutest girlfriend in the world&lt;33.. Kthanks
29471,neutral,@dean2105 Stress-free is the way to be
29472,happiness,morning sunshine
29473,happiness,@vinnipukh I'll give him a hug when I see him  tell him I say hi
29474,happiness,My mom just came home and she FINALLY got me a guitar strap! yay!
29475,relief,"@ddlovato Glad u r back Demi! You're such a talented, authentic and amazing girl. Keep doing what you love, you're making it brilliant"
29476,hate,"Hot damn, I'm at fucking Disneyland!"
29477,neutral,Anybody have special drink requests for my party thursday?
29478,neutral,@insomnia I shall drink lots
29479,love,Eating at Zippys with candace!
29480,fun,"@ginjagin That's great Bastos!  I'm happy for you. You gonna do the mabaho leg, to celebrate? haha"
29481,neutral,@clickjow depois tu pode ver outras sï¿½ries. te indico two and a half men e the big bang theory. bem diferentes de 90210. comï¿½dias.
29482,neutral,@malloryforrest you fail. at life.
29483,love,HAPPY MOTHERS' DAY!
29484,neutral,@tylarjay i was at the outlets too
29485,surprise,@toxiccupcakeCxC LOL have whoopi? Who are u Chuck Woolery?
29486,happiness,@BrandonSmithCEO Wow. That's looks really good. I wish I had some. Was it good?
29487,neutral,@allmandinger yep.  working on the post now
29488,worry,"@misterdevans Not living, just trying to earn the grocery money.  I do enjoy eating at least once a day!"
29489,enthusiasm,@chaosandharmony Where are you at the mo Becks??  Guessing it's you.  Met you Tga WBW when you spoke there last yr. Business or holiday?
29490,neutral,Happy Mother's day to all beautiful mother. May your love shines the world  Thank you mum.....
29491,neutral,@mpool are you call that winning?
29492,neutral,@DavidWMagee ah. I lived all over the Baltimore/DC suburbs the last 5 yes then finally made it back to my home state
29493,love,Happy Mothers Day mummy
29494,happiness,"@erik_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though"
29495,love,tweep tweep haha
29496,love,@TheLogistician Thanks for sending the link.
29497,neutral,@DanySpike @Gen22 psst new blog up.. comments me likey
29498,worry,happy mom's day.  i haven't bought a present for my mom yet. what should i get her?
29499,worry,Miley Stevens - Waterhouse is at Jhy's house  http://apps.facebook.com/catbook/profile/view/6402509
29500,love,Oh how i love my family.
29501,neutral,Shopping!
29502,love,"@NikiScherzinger Hi Nic, i was so excited to heard that PCD will perform in Jakarta. I hope u will visit my town, Bali as well. Love Ya !"
29503,happiness,@rescapism hahahah tell me about it tomorrow then
29504,relief,Fashion Show is done &amp; only one slip...now cooking &amp; having a glass of wine or two
29505,happiness,Happy Mother's Day to every mommy out there
29506,happiness,@ZooeyDe : It's very nice to be able following you on Twitter
29507,worry,@saharabloom Don't we all!
29508,love,Enjoying Mother's Day
29509,neutral,Watching Ace of Cakes
29510,happiness,Guess I was too late  #sigjeans
29511,happiness,"It's a Peter &amp; Gordon morning  -&gt; And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38"
29512,happiness,Ahhhhh now If You Go Away  by @nkotb is on @retrorewind YAY my other fav song of theirs
29513,happiness,Happy to see Kurt spin.
29514,happiness,"@stryperband - Love the comeback, I will stay tuned! You fellows should follow people on here though. You'll in turn get more followers"
29515,fun,CONGRATS @couponprincess!! I just KNEW a princess would win!!!   #sigjeans
29516,neutral,LOOOVE the comedian in Obama! hahaha . man  I love this event. Someone get me a pic of Dennis Leary and his wife
29517,love,there's nothing like a mama's hug in the world.
29518,fun,"@Malunis A couple of other guys did similar mods, so it may not have been mine that @Artoni saw. I think mine's the best, but I'm biased"
29519,love,i feel like a princess.  i love lingerie parties!
29520,neutral,@k_zulu or get up on that Michael Jackson ish.  Not a bad look IMO
29521,happiness,"Law and Order! Yeah, I stay home on Sat nite!"
29522,love,@TWLOHA http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!
29523,neutral,@ixtumea like the name  what kind did you get?
29524,neutral,Ha that was cliche.
29525,happiness,"@AmberCadabra Wow, I haven't watched that movie in ages. It is quite fantastic."
29526,relief,correction...a hot coco in my NKOTB cup  what a sweety!!!!
29527,worry,Gremlin is asleep after a particularly challenging bedtime. I think it's safe 4 me to go to bed -what a crazy Sat night for me!
29528,happiness,@wendywings cute   Time for a twitpic ;)
29529,love,"@Jacobyshaddix Hii,I freaking love you  I would be the happiest 13 year old girl alive if you replied to this."
29530,neutral,Grad present photos on facebook
29531,worry,@Barely Got it! Your in the rundown.
29532,happiness,Happy Mother's Day to all the mothers out there!!
29533,happiness,@meredithhawkins Aww nice
29534,neutral,first weekend at home
29535,fun,@amyswarren ahhh yay! I'm getting into it. Knockin' a lot out.
29536,sadness,"it gets worse every year and 2010/2011 will be the worst. oh, and 6 months today!"
29537,fun,Just bought a flavor for my snow cone machine  mhm!Yummay! I need new sunglasses Rachel&amp;I have a plan!Yezzz-sir-E we do Ruless to Much!
29538,sadness,Sitting outside in the cold by the ocean with a glass of wine.
29539,fun,@heatherjacobs indeed! we are trying to get it in the Trending topics for the fun of it  all Some Twilighters idea!
29540,worry,"I'm kicking it (though feeling a little sick): alternating talking to friends, gaming, watching the playoffs, and writing an application."
29541,hate,Literally had the worst dinner out ever tonite. So tired of mediocre food in the 'burbs. *sigh* At least we can get good ice cream
29542,surprise,"@aquabh i'm not sure what stracchino is, but it sounds good."
29543,neutral,@heartstarbolt I could get away with it. dare me? I'll go buy it tomorrow
29544,love,"@karenthecrasian @caitlnnnnnnn you can have @thomasfiss ice cream, I'll have @jaykpurdy kiss."
29545,fun,"@kingsthings Larry, yes Obama is pretty much funny today. The kids took airforce one on a joy ride  he is really putting on the shtich"
29546,neutral,@amyb34 you've go mail
29547,love,@loverupert13: yes  and ily
29548,neutral,@hellosunlight I want to know when the auditions are Mander! Text or...reply please!
29549,surprise,Going to sunnybank
29550,neutral,my dad is mad cause I hid in my room for his entire dinner party
29551,enthusiasm,I'm going to obu for the night.
29552,fun,Tired and gunna go to bed soon!!! First time I've been online today!!  All ready for mother's day tomorow
29553,neutral,but i'm talking to the boy first
29554,fun,@BabyVOfficial  aww thatz 2 bad...ud b great in new moon
29555,worry,@tweevii_1222  awwh i heard from daniel that you were sick. feel better!
29556,fun,@jasonhoard welcome aboard my friend... the fans are gonna LOVE ya here
29557,happiness,"Another amazing day. Ever since I got a Twitter, I've been having great days"
29558,happiness,@cocotian of course i do.. such an adorable face.
29559,neutral,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics"
29560,love,@Cassivellaunus Friends in Ent Industry have said it was really really good.  Hopefully I can convince my wife into a date night  #hhrs
29561,happiness,Lossing power while your in your house alone? Not fucckinggg cool. Party at cakss!
29562,love,"@tyk505 I want 2 see that movie, too!!  Have fun!"
29563,love,"Listening to Eminem's new album, got leaked a few days ago #Relapse. Pretty good"
29564,neutral,@mantia a mouth for sure
29565,neutral,@pat_ess Since T will be away - COME TO TUCSON!!!
29566,neutral,watching role models.. absolutely hilarious
29567,worry,"Chillin with my Family. We are getting tacos from Ochoa's, they have the best food in all Washington county"
29568,enthusiasm,@LeslieIN u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!
29569,happiness,@fuelbot hahahahahahahahahahahahaha  that could be interesting
29570,relief,@leighwsmith better safe than sorry!  Glad everything is okay.
29571,fun,watching the games and making some popcornss!
29572,love,"Yes, Rays beat the Red Sox 14-5"
29573,surprise,mothers day...love you madre   chels tonight. cant wait for her to see her present!
29574,love,Yay - star trek really is &quot;that good&quot;! happy to not be let down  gotta see it on imax now...
29575,neutral,@Eier_Von_Abe  I have no idea!! but all white?? weird!! but not bad
29576,enthusiasm,finished the book... vat a good book &lt;3333
29577,relief,@socks_b_rockin hey it's Julia. On twitter. Don't faint. I'm trying to get it to send to my phone
29578,neutral,@hannahbal ummm. Idk. Courtney's date is hooking us up.
29579,happiness,@RachelxVacancy hi 80th fallower
29580,relief,Okay people my fones charged
29581,neutral,Guinness at Coogars
29582,worry,@LTCmusic hehe yeah! Its funny that updating people on the random things you do is so amusing.
29583,happiness,@sdelighted Oh yay! Glad you are there and having fun with the baby.
29584,love,I love Metal Gear Solid 4 and Valkyria Chronicles.
29585,neutral,I'm Such a nerd. Reading my first of many books this summer
29586,love,I love when my hummingbird comes to visit me at the feeder.
29587,fun,"&quot;Then It HappenED&quot;, sorry. Watching a movie with some friends in a while!  Fun fun!"
29588,relief,"I can only message those who message me, if we're fwends...so those that want replies..follow me.  hmm..that sounds funny.."
29589,love,@itsNICKJONAS hi Nick! I really like the serie JONAS  it's awesome! See you soon in the concert! kisses - Marta
29590,happiness,"@morgandonovan Haha, nice! ;) Thanks for letting me know!"
29591,happiness,"@VanetaRogers Thank ye, Vaneta.  Much appreciated"
29592,happiness,@kidb thanks again for coming out to support us  you rock!
29593,neutral,@jenniferdodd i do show some discretion occasionally
29594,happiness,"New Star Trek movie = Awesomeness. Unnecessary brief underwear scene (pun intended) but besides that, just awesomeness.  #startrek"
29595,relief,I know exactly where i should be
29596,surprise,@laexis and the habitat is twitter-active. Neat
29597,love,@msmommyw She could spend the rest of the night in her room.  At least ONE of you could be happy with a glass of wine.    #surlytween
29598,happiness,goodmorning !
29599,neutral,chillen trying to figure this thing out gettin drunk
29600,worry,I am chillin w/ my homies
29601,surprise,@andwoahalex my tweets??? i rofl'd at this
29602,love,"@mom_moe Maureen, love to see you here on twitter"
29603,enthusiasm,@labelladeanna whatsoever do you mean by 'how I get down' lol I'm always sober
29604,relief,@PochaccoYoly  as long as you're okay...
29605,neutral,@domsmitherz what was said?
29606,fun,"@jota_pe awesomeness! Phillip hasn't completely finished it but if goes up, down, left, and right"
29607,neutral,"@ritajking oh wait, i messed up my own messed up lyrics, that should be &quot;don't concretize it&quot;"
29608,neutral,VEGA UNDER FIREEEEEE
29609,happiness,@aussiecynic LOL #yourock
29610,surprise,full day with Jasper &amp; Bonty!!! my new puppies
29611,hate,@erronious Some of yr coworkers hogging the jukebox @ Union Jacks.
29612,neutral,@Dhazza hehe sure thing
29613,love,Dinner with the fam... I have missed them
29614,neutral,"@dwight_davis Are you headed to a conference?  Oh and if you're doing the book buying ban, you can always borrow, right?"
29615,enthusiasm,Comment my new myspace pictures plz?
29616,relief,Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.
29617,happiness,seeing Star Trek tonight! Super stoked.
29618,surprise,"Finished with my classes, time to start my summer project. Hint: it involves a Wordpress install and what I've been tweeting about lately"
29619,surprise,@mikeplante It's already over? Damn!
29620,worry,"it would sicken most, the number of ways I am able to tweet"
29621,surprise,it's Mothers Day today
29622,sadness,@nursedoublek have someone help you with the makeup...you gots to go out looking fine  and have another shot
29623,neutral,"@kalebnation i have to go soon, please can you do a contest!!!"
29624,happiness,"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man."
29625,enthusiasm,Chili night in Minneapolis.  I refuse to turn the heat on in May!
29626,happiness,Movie is pretty interesting actually. Gonna finish watching it.  probably seeing star trek tomorrow. &lt;3 ZQ. lol
29627,love,@BluJazmin21 I'm sure its very cute.
29628,neutral,@Kris_Brown been holding onto this one for a while  http://twitpic.com/4w5eh
29629,love,About to watch JONAS!  I love DVR! @Jonasbrothers
29630,neutral,@grazzini You've been featured on #ykyat  http://ykyat.com/~37nnd
29631,love,@SarahInMI sounds like a great way to to start mothers day! Enjoy your day
29632,love,@summertime_grl thanks night
29633,love,"so star trek pretty much rocked my life ... oh wait, it DID rock my life"
29634,relief,"@ff3725 She must be able to tell we're reprobates, despite your endorsement. She sounds pretty smart!"
29635,surprise,"Gusying up for  dinner, Bourbon &amp; Branch, Zeitgeist and surprise party for Taylor!   Shh..."
29636,relief,is  happy  cause  my  voice  is  back  &lt;3
29637,love,"@jtimberlake Good luck whit the show tonite man, ill be watching"
29638,empty,"@sarah_connors 1999 called, they want their saying back. Live in the NOW #pens  haha"
29639,hate,@official_flo well thats not nice... hope ur all good now
29640,neutral,waitin for some Fall out boy
29641,happiness,@AdamTheStudent ISP all sorted i gather?! cheers for the bday wish too
29642,love,reunited and it feels so good
29643,love,"@kman_19 I watched a little today! Didn't know you were sick, you did awesome nonetheless! Hope u feel better"
29644,worry,chillen just started on twitter.
29645,love,I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p
29646,neutral,@kimdub I'm learning to
29647,neutral,@Chippewa29 they just said she was very elusive; should be tricky
29648,love,"@DemiJonasMexico Oh, amazing  I have two too and I need to have the third (yn)"
29649,fun,"@vrooje did you see Star Trek yet?  i've seen it, twice already! i didn't like it the first time, the second time was way better!!! hahaha"
29650,love,@chelseanico Yes! I love him. I have seen the eps so many time that I quote his lines with him.
29651,happiness,I'm back from my first 5K running race   And still alive!
29652,neutral,"@TsWendyWilliams AND, We have your fabulous interracial gangbang!  WOOT!"
29653,neutral,@TheFifthSister So true!
29654,neutral,@zedomaxbiz Hmm it seems to me @lone_gun needs the followers.
29655,love,is loving the fact that Jor can talk and tell me what she wants!! AMAZING
29656,sadness,"@tooshie Interesting people like you should never be bored, Tooshers."
29657,happiness,nursing my scratches and bumps from Festivus mud wrestling. I swear there's still dirt in my hair but a good time was had by all
29658,neutral,@mamacrow important person?  who?
29659,love,@woahhitsjess hey whats up? did u like the new episode of JONAS?
29660,love,"ahhh ... i don't care, i love this movie in all it's cheesy-ness"
29661,neutral,@NotSafeForWork you can vote once per day per computer
29662,surprise,@anamericangod that's what i was last night
29663,worry,blahh i'm tired and i gotta go to the airport to pick my mom up! &amp;&amp; im bored but on the upside im listening to the backstreet boys
29664,sadness,"missing my hobo/slut/tramp way of life, and cooking for my mother on a saturday night  MAMA I LUV U"
29665,happiness,spring show was super fun!
29666,neutral,Sleepless in Seattle
29667,relief,happy all my studying and all nighters payed off
29668,worry,"@Linz__marie idk...I feel horrible...and I think my mom would be suspicious since I've been in bed for a straight 2 days,but thnx anyways"
29669,neutral,"Is having a darts party with the parentals, my neighbor, and @livia9778!"
29670,sadness,@grovesyrmi08 sorry about it
29671,neutral,@slighter Thank you!
29672,happiness,"@emmielovegood Nope, I'm on my way home now."
29673,neutral,@Pearlwhite27 ohh i love green and purple.. and BLACK!
29674,surprise,"what? you thought I did it all for mom of the year award? nope, tad bit more selfish than that:"
29675,happiness,@FredaMooncotch turn on your closed caption ... Then you can read and watch animal planet at the same tiime.
29676,neutral,eat it caps.  3-2
29677,empty,@KenRamirez Hi Ken ... checking in quickly and checking back out. Will be around all day tomorrow tho if u need something
29678,relief,i'm so happy i aced my final!
29679,neutral,And- hand made by Dan &amp; Jenn -sock blockers ... made from exotic woods ... one of which is called &quot;purple heart&quot;
29680,happiness,sittin at home watchin monster in-law waitin for pizza.. yum yum
29681,happiness,@PetiteAntoin oh that's cool   Thanks!!
29682,love,@Lilayy hi.wanna see 17 again again with me ;) i'll fly to cali and see it with you
29683,happiness,"@mightyvanessa Hahaha, that's a cool pic that Sal made of Daniel and you. lol."
29684,empty,"Plan, successful?"
29685,happiness,@BlokesLib absolutely!  I have a &quot;his view&quot; section on my site.. I know you're busy but you are more than welcome to guest post
29686,happiness,@ceramicheart my heart sings
29687,love,http://twitpic.com/4w5sy - my babe
29688,love,Dave looks so cute in the dark
29689,hate,@hiphopcheerio  I'm bad with understanding there things! You should know this!
29690,neutral,is home
29691,happiness,@ncarcadio congrats on your new mac book air!
29692,happiness,Whoooooo! Spcn 2009!  ready to cheer for @Dariane!
29693,neutral,@trisler lol. I see what you did there.
29694,neutral,@just_val_4_now not sure what youre talking about...im not on a ferris wheel im on my couch!
29695,happiness,"@davedays i heard one of your songs, and you have an amazing voice  i was stunned"
29696,empty,Ok i mean this with no disrespect........ FUCK THAT!
29697,neutral,Watching boxing and waiting to go out to Hollywood tonight
29698,fun,Off to dinner with @rademach &amp; his fam.
29699,happiness,"It is so warm out this evening!  And I just met my new neighbors, they're so nice."
29700,happiness,@TheFifthSister LOL yeah  I forgot about your TweetDeck statuses! So funny
29701,neutral,You shutting up.   Jk
29702,happiness,@Krisbellmusic  yeaaa!
29703,neutral,At the walnut high school prom with becca
29704,happiness,@Sarah_LeAnn if it makes you feel better im studying on a sat night w/o blackberries
29705,love,http://twitpic.com/4w5t6 - on my bike
29706,love,Twitter is officially the BEST way to advertise something.
29707,surprise,@TaylorRumsey You are welcome.
29708,fun,Listening to Obama with one ear &amp; listening to music with the other
29709,neutral,@Bearablescents The SiteWarming parties usually do very well....if I do say so myself.    #sigjeans
29710,surprise,is noow calmmm  eating polvoron .. yuumm
29711,neutral,At Piece now  Possibly Beachwood in a bit
29712,worry,Happy Mother's Day to all the Momma's to be and Mommas currently.  Have a wonderful day!!!
29713,relief,"@brigwyn Yup, everything's there."
29714,love,loves the cancuks  &lt;3
29715,sadness,"@kristenhaulser yuppp. I was gonna get it up top but I didn't. I will soon, but I got 2nd holes instead"
29716,surprise,@HeatherShorter I love that song! I was starting to think I was the only one that knew that one!    #sameperson
29717,worry,We're practicing our blackjack skills. It doesn't look hopeful.  http://yfrog.com/0l2tsj
29718,neutral,@mileysupportrs1 Definitley Miley
29719,relief,"Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc"
29720,surprise,"@MikeDavis88 Rt/WestCoastGal88@mawmaw88 - It's the facial hair, they both need to shave  [Jr and JJ]"
29721,worry,@ReRobb maybe tonights the night to pick it up again?
29722,relief,good! now i don't have to answer the question 500 times a day
29723,happiness,welcomes my nephew to the christian world.
29724,worry,"@switchGirl Oh, will do. I had to bring the soufflï¿½ home I'm SO full!  It's delicious! One of my Philly favs."
29725,love,Amazing day with my boyfriend. He's a good drummer.
29726,worry,Relaxing.
29727,happiness,@meghan7x Happy birthday in 2 hours and 54 minuets  Haha
29728,love,Ugh fun concert  screen cracked on phone again because it fell... =\
29729,happiness,@everyboy  give them my best!
29730,neutral,@KarenAlloy Congratulations  xo
29731,sadness,i have no idea what im doing and i am completely lost.
29732,neutral,Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!
29733,neutral,Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??
29734,happiness,"@Tam98 just looked at your page and realised it was a radio show, get them to play Call It What You Want so love that track"
29735,surprise,@KeytaJ yes'ma... for an after party too after the show next week.
29736,worry,watching hoping for haley
29737,love,@esmeg discover a whole new beautiful you
29738,worry,@Joel_Hayes I'm at sharkeez!
29739,happiness,umm yeaa i go to like watch-movies-link.com or something like that and there pretty good quality
29740,worry,"@mstrillian sorry I can't help it, hopefully it rubs off on you."
29741,happiness,Just downloaded twitterberry. My life is now even MORE convenient.
29742,love,Home from a day of pampering with mom &amp; dinner with family. Am currently snuggied up on the couch with a glass of wine &amp; a new book. Ahhh
29743,worry,@slapmaster i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week... ill hit u up
29744,neutral,"takin short nap, gym and work before kids come back home tonite"
29745,love,"You make me smile....it will get better, you have to believe that"
29746,neutral,"i thought ur account @DavidArchie was fake. but, it's true, sorry david!"
29747,happiness,@PinkBerryGirl Aha I see...will do
29748,happiness,fun day with boo. short but fun
29749,relief,"@CrZy4Him girl, when you crash, it may last for 2 days"
29750,love,Good movie.
29751,happiness,watchin what a girl wants with mom and brittany..
29752,love,"Happy Mother's Day! Be sure to say I &lt;3 you, Mum."
29753,happiness,cousin leon was born today
29754,worry,@kmaco214 No code I think @sunnieM coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~
29755,worry,Girls night in portland
29756,enthusiasm,Just took a shower.We're gonna go to Church.Time to thank Him for my mother.
29757,neutral,"@biankuh no, im a people pleaser"
29758,love,sweet dreams
29759,neutral,@liz920 I would notice...
29760,worry,i now know that we've made a difference in each others lives...i feel proud.
29761,happiness,Had a good day selling at Feria Urbana. The ladies love them some laser-cut felt.
29762,fun,Caps lost. ARGH! But HP game evening was much fun
29763,worry,@piticu21 4n? ma rog  never heard of it  esti beat acum? u tweet too much
29764,happiness,"@denisev3 it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6"
29765,love,"@rainnwilson E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I'm showing my age but I don't care"
29766,neutral,"@NYBabe i would say 10 years younger is not too young, but he would have to be intelligent, good convo skills and other skills"
29767,happiness,"Family guy reruns, food, and, good phone conversations  ah, saturdays."
29768,neutral,"@seanthigpen i've heard that ST isn't true imax- shot at 1828x1556 and blown up to 4096, still- nice big screen!"
29769,neutral,@Vivienne_m do it up
29770,neutral,@chocolatepixels I have a new found respect for you now that I know you know the Konami code!
29771,love,i can't stop listening to @Jonasbrothers new single! (paranoid) it's so amazing. i love them.
29772,worry,@jerrytaft Can you talk to my hubby @actonm and convince him that that's a great present for ALL mommies???
29773,love,i know when Alexx's debut in Big Butt Magazine comes out...because she loves me
29774,neutral,@_missrachel how much?
29775,love,"@patricklanglois I simply loved the pic. I'm glad you're happy, that's makes me feel happy too  love you &lt;3"
29776,neutral,deep fried mars bars! Nice..me like  awake cant sleep..chocolate overload!
29777,love,hommmmmme! good day
29778,relief,Sadness is a necessary evil in life; it gives us reason to remember and appreciate the things we lose
29779,love,Going to the Gold Coast for mothers day lunch
29780,happiness,@stephanewws Thanks for finding me!  Have a wonderful evening!
29781,happiness,@mizzlianne that's so *sweet*..
29782,neutral,"@rawkinalien0917 i smell 'selos'. hihi  kidding. Uh, tsokay i guess. ;;) Pero diba.. FAITHFUL .. LOYAL.. )"
29783,empty,@Bethsybsb
29784,worry,"@therealkyra awww what's the matter, kyra? we @ SugarLoot miss you"
29785,enthusiasm,who goes bowling anymore?... me and my friends
29786,worry,needs a non-long distance boyfriend/girlfriend. Watching Sonny with A Chance
29787,happiness,Watching the Pianist with my dad great movie.
29788,fun,@luvinjrandsmoke His beard is addressed in this week's LOLs.
29789,happiness,feels accomplished!!!  She got a lot done today! http://plurk.com/p/stns9
29790,enthusiasm,There's just something about a sexy blonde cowgirl rubbing herself in a field  http://worldsbestpornmovies.com/faithmov3.htm
29791,love,@Mr_Bloggerific OK...you do that.
29792,love,Happy Mother's Day to all the moms out there!
29793,fun,"I wish I knew how to play an instrument. Lessons for Menace and Missy Moo, for sure. Piano? Cello? Bass? Whatever they want"
29794,relief,"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist"
29795,surprise,"@guyswithiphones no prob, you have a sexy site there"
29796,neutral,"@Carmen_Believer I know! That's ok, most did ;) Thanks"
29797,relief,Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!
29798,happiness,@ITTO88 dear ITTO what could possibly be THAT bad? Xo
29799,sadness,was an international student today  had sooo much fun at sixflags with friends i don't know well enough!
29800,love,Whoever u are and wherever u go always remember where u come from
29801,happiness,Had fun at the Airshow with the boys today - exhausted
29802,neutral,eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself
29803,love,Just saw Ghost of Girlfriends Past  it was actually really cute for a total chick flick. Mattew McConaughey is smexy
29804,neutral,is watching Because I Said So
29805,love,@evansdave thanks man!  I appreciate it!  You rock sir.
29806,happiness,@elliottng congrats! My wife would oppose live tweeting birth too I'm sure
29807,worry,Watching the fight video.  Still shots of me breaking his nose to come soon.  Austin D. has some pretty good commentary.
29808,worry,@rexharrislive Thank you very much Rex for FF
29809,relief,@SherriEShepherd hey Sherri -- don't give up b/c they're married; they may have a brother or a friend!
29810,fun,@jtimberlake wweeeeooo! snl soon
29811,neutral,"@KevinRay rub it in now...I had 2 do mine the old fashioned way, &amp; in the heat LOL  Yea U have no excuses so tom grab that beer &amp;....."
29812,neutral,"@rumblepurr That's not what @BabyPatches said  I like you, too, though. @Wildboutbirds is going steady with @ThatStripeyCat, though....."
29813,neutral,chillin bored drinking a margarita. txt me
29814,relief,@alaina_ Lmao I know!! They have two days off. Good thing for them
29815,neutral,going to EK nao... will meet bloggers there instead of Makati  http://plurk.com/p/stnt0
29816,love,in rye..happy mothers day mums  ily mummy  lol
29817,love,I love my hair blowin in the wind
29818,enthusiasm,"@dazzledbydiaper Everyone, please welcome my new friend, Kari, with a warm follow, as she just set up her twitter account tonight"
29819,neutral,@chictopia it's ok because one of my favorite movie series is Star Wars. That makes me more of a dork than you
29820,happiness,"Yummy yum-cha for mother's day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x"
29821,happiness,@destroytoday hahah I'll try
29822,neutral,I'm clean
29823,neutral,@spiderdj82 i was about 25 minutes late. i think they thought i got lost but i knew where i was going. yeah right! lol.
29824,happiness,@TheKrewe Glad you are having a blast.
29825,worry,@njshoreboy89  and what did i do to u kk thanks
29826,fun,@kirstiealley  Your such a riot!!    You go girl!!
29827,worry,@jakeofficial How about give golf lessons?? AND sing to your student taking lessons??    (JAKEOWEN2009 live &gt; http://ustre.am/2S1Y)
29828,happiness,"@claramattos yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha"
29829,worry,@winebratsf What are those barrels made of? Hey pass that barrel
29830,love,@pleasurep i love that song
29831,neutral,@theremedy4u  5 days
29832,happiness,"getting ready to go read, pray, and go to bed. Enjoy the rest of the night"
29833,fun,watching &quot;slice of life&quot; (laughing at the songgg) and then going to sleep
29834,neutral,@MissSaraBee haha breakfast will fix that  w/ a large cwoffee
29835,happiness,lvl 96 me vs a lvl 115 owned me i was useing crappy armour
29836,happiness,@FollowSavvy @FollowMandy have funnn!
29837,fun,@YoshiTori Yeaup. I was gonna tell ya that
29838,worry,Movin into the Big Room
29839,relief,Relaxing
29840,worry,"@qwe4423 ?. Pick up that, as fast you can!"
29841,happiness,@Praxilla My kids count down the days till Saturday. I hope it's something they remember all of their lives!
29842,worry,"the free fillin' app on my ipod is fun, im addicted"
29843,surprise,@titanite lol happy you like it
29844,happiness,happy mothers day x &amp; go the dockers
29845,neutral,just finished watching Ace of Cakes where they showed how they made the cake for the 100th episode of LOST
29846,neutral,@shiminhas boa nooite
29847,fun,i jus love doin night shifts...will be done in an hour
29848,fun,@LYRiCSnLiPSTiCK me me me!  lol
29849,neutral,http://twitpic.com/4w67k - Camping at black butte lake
29850,worry,@verwon and now I am starting to feel really old.
29851,surprise,"http://twitpic.com/4w67l - Im hard core, you just dont know it."
29852,neutral,Home from dinner with the parents
29853,love,planning for mothers day special for my beloved mother
29854,happiness,@jerrytrainor We never miss ICarly - my son has a huge crush on Miranda
29855,neutral,"@sugarjones re: @garyvee &quot;Lost&quot; comment: oh yes, classic! That will free up some time fo sho!"
29856,empty,@turnontheradiox sure ill follow you hun  ohh thank you are you a subscriber on my youtube?
